Book Row,Book Name,Book URL,Book Type,Book Price,Book UPC,Book Availability,Books Available,Book Reviews,Book Rating
259,The Shack,https://books.toscrape.com/catalogue/the-shack_576/index.html,fiction,28.03,903a9f8090104c2c,In stock,9,0,1
260,The High Mountains of Portugal,https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html,fiction,51.15,4f283dfcbeccc0d4,In stock,8,0,1
261,Miller's Valley,https://books.toscrape.com/catalogue/millers-valley_534/index.html,fiction,58.54,bff270fe9c86a5a9,In stock,8,0,2
262,Hystopia: A Novel,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html,fiction,21.96,0bfdef63285d3019,In stock,8,0,4
263,The Bourne Identity (Jason Bourne #1),https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html,fiction,42.78,d250657f0ebc5d73,In stock,7,0,4
264,Sister Dear,https://books.toscrape.com/catalogue/sister-dear_485/index.html,fiction,40.20,7ffebdd1d5148aef,In stock,7,0,4
265,Memoirs of a Geisha,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html,fiction,49.67,dac4b5847454fd9b,In stock,7,0,3
266,Me Before You (Me Before You #1),https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html,fiction,19.02,7a2b51f69e81c722,In stock,6,0,1
267,Deception Point,https://books.toscrape.com/catalogue/deception-point_426/index.html,fiction,40.32,4e3b183180e2a992,In stock,6,0,4
268,The Little Paris Bookshop,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html,fiction,24.73,dfd9ff1f343cdaff,In stock,5,0,3
269,The Firm,https://books.toscrape.com/catalogue/the-firm_404/index.html,fiction,45.56,ad84f18659e6bfe2,In stock,5,0,3
270,The Expatriates,https://books.toscrape.com/catalogue/the-expatriates_401/index.html,fiction,44.58,fe7210553d56c097,In stock,5,0,2
271,Siddhartha,https://books.toscrape.com/catalogue/siddhartha_393/index.html,fiction,34.22,84bb29c53592ac40,In stock,5,0,5
272,Last One Home (New Beginnings #1),https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html,fiction,59.98,07e6810fd3236bda,In stock,5,0,3
273,Digital Fortress,https://books.toscrape.com/catalogue/digital-fortress_369/index.html,fiction,58.00,94bb629a3f6dd00b,In stock,5,0,5
274,Atlas Shrugged,https://books.toscrape.com/catalogue/atlas-shrugged_314/index.html,fiction,26.58,78a4ac98191ac675,In stock,4,0,5
275,Three-Martini Lunch,https://books.toscrape.com/catalogue/three-martini-lunch_290/index.html,fiction,23.21,57f755143ee96fd4,In stock,3,0,3
276,The Nightingale,https://books.toscrape.com/catalogue/the-nightingale_267/index.html,fiction,26.26,29d6d87f3418638b,In stock,3,0,4
277,The Infinities,https://books.toscrape.com/catalogue/the-infinities_257/index.html,fiction,27.41,554e9e2d532b3a87,In stock,3,0,1
278,The Husband's Secret,https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html,fiction,52.51,ff6bb30dd0c482a6,In stock,3,0,5
279,The Da Vinci Code (Robert Langdon #2),https://books.toscrape.com/catalogue/the-da-vinci-code-robert-langdon-2_240/index.html,fiction,22.96,dabf11918b48b40c,In stock,3,0,2
280,The Art of Fielding,https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html,fiction,22.10,2858ac90c4758e1f,In stock,3,0,1
281,Lila (Gilead #3),https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html,fiction,12.47,4ef75307fb64e2ad,In stock,3,0,3
282,Jurassic Park (Jurassic Park #1),https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html,fiction,44.97,a0dd11f6abc421ec,In stock,3,0,1
283,Inferno (Robert Langdon #4),https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html,fiction,41.00,6c4646d90b60a56c,In stock,3,0,5
284,Crazy Rich Asians (Crazy Rich Asians #1),https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html,fiction,49.13,c9782ad2a0ed9331,In stock,3,0,5
285,Big Little Lies,https://books.toscrape.com/catalogue/big-little-lies_129/index.html,fiction,22.11,d3f9c4539c0caa64,In stock,3,0,1
286,The Course of Love,https://books.toscrape.com/catalogue/the-course-of-love_109/index.html,fiction,16.78,f3c76b53b239f511,In stock,2,0,3
287,When I'm Gone,https://books.toscrape.com/catalogue/when-im-gone_95/index.html,fiction,51.96,c5f91eb481427dc5,In stock,1,0,3
288,The Silent Wife,https://books.toscrape.com/catalogue/the-silent-wife_83/index.html,fiction,12.34,b78deb463531d078,In stock,1,0,5
289,The Bette Davis Club,https://books.toscrape.com/catalogue/the-bette-davis-club_59/index.html,fiction,30.66,dfb0849016bc122c,In stock,1,0,3
290,Kitchens of the Great Midwest,https://books.toscrape.com/catalogue/kitchens-of-the-great-midwest_28/index.html,fiction,57.20,06f6a57a6d532844,In stock,1,0,5
291,Bright Lines,https://books.toscrape.com/catalogue/bright-lines_11/index.html,fiction,39.07,230ac636ea0ea415,In stock,1,0,5
292,Birdsong: A Story in Pictures,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html,childrens,54.64,9528d0948525bf5f,In stock,19,0,3
293,The Bear and the Piano,https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html,childrens,36.89,9f6568e9c95f60b0,In stock,18,0,1
294,The Secret of Dreadwillow Carse,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,childrens,56.13,b5ea0b5dabed25a8,In stock,16,0,1
295,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,childrens,58.08,37c0cb19713d8dda,In stock,15,0,4
296,Little Red,https://books.toscrape.com/catalogue/little-red_817/index.html,childrens,13.47,4aa03792b50f0b22,In stock,15,0,3
297,Walt Disney's Alice in Wonderland,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,childrens,12.96,6a31307a81e8f3a8,In stock,14,0,5
298,Twenty Yawns,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html,childrens,22.08,1d6443ffba9dfd80,In stock,14,0,2
299,Rain Fish,https://books.toscrape.com/catalogue/rain-fish_728/index.html,childrens,23.57,a6454e329f872b78,In stock,14,0,3
300,Once Was a Time,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,childrens,18.28,e34efcc824685332,In stock,14,0,2
301,Luis Paints the World,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,childrens,53.95,5b43cae640f2338a,In stock,14,0,3
302,Nap-a-Roo,https://books.toscrape.com/catalogue/nap-a-roo_567/index.html,childrens,25.08,913e7109cec0cb4c,In stock,9,0,1
303,The Whale,https://books.toscrape.com/catalogue/the-whale_501/index.html,childrens,35.96,0ff9d10864db8364,In stock,7,0,4
304,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,childrens,52.87,9639e89d20228e6e,In stock,7,0,3
305,Raymie Nightingale,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html,childrens,34.41,31c56c4d0fe19340,In stock,7,0,2
306,Playing from the Heart,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html,childrens,32.38,68008abf6409dfde,In stock,7,0,1
307,Maybe Something Beautiful: How Art Transformed a Neighborhood,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,childrens,22.54,81c68492ccd72941,In stock,5,0,1
308,The Wild Robot,https://books.toscrape.com/catalogue/the-wild-robot_288/index.html,childrens,56.07,75fed6a47f69859d,In stock,3,0,3
309,The Thing About Jellyfish,https://books.toscrape.com/catalogue/the-thing-about-jellyfish_283/index.html,childrens,48.77,3d15714d4d3d15dd,In stock,3,0,1
310,The Lonely Ones,https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html,childrens,43.59,cf2f27fdf94ba20e,In stock,3,0,5
311,The Day the Crayons Came Home (Crayons),https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html,childrens,26.33,b22362b434e8ee62,In stock,3,0,5
312,The Cat in the Hat (Beginner Books B-1),https://books.toscrape.com/catalogue/the-cat-in-the-hat-beginner-books-b-1_235/index.html,childrens,16.26,b7f475238ed50429,In stock,3,0,2
313,Red: The True Story of Red Riding Hood,https://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html,childrens,28.54,4c8ece50736f9e88,In stock,3,0,3
314,Horrible Bear!,https://books.toscrape.com/catalogue/horrible-bear_168/index.html,childrens,37.52,cc1ac978a6835ef6,In stock,3,0,2
315,Green Eggs and Ham (Beginner Books B-16),https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html,childrens,10.79,621e2c310cec8d32,In stock,3,0,4
316,Counting Thyme,https://books.toscrape.com/catalogue/counting-thyme_142/index.html,childrens,10.62,157f693d9e600ccc,In stock,3,0,1
317,Are We There Yet?,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html,childrens,10.66,ef9c4f2465513956,In stock,3,0,3
318,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,childrens,52.88,d7b463918d3b8c39,In stock,2,0,4
319,Matilda,https://books.toscrape.com/catalogue/matilda_32/index.html,childrens,28.34,1053fb7ee17a1f33,In stock,1,0,1
320,Charlie and the Chocolate Factory (Charlie Bucket #1),https://books.toscrape.com/catalogue/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html,childrens,22.85,1774749f2cee292f,In stock,1,0,3
321,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,religion,37.97,fce19f9b4a943f22,In stock,16,0,2
322,You Are What You Love: The Spiritual Power of Habit,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,religion,21.87,796c87ddbbaaf8c5,In stock,15,0,4
323,God: The Most Unpleasant Character in All Fiction,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,religion,30.03,eec424a84c9e4c68,In stock,14,0,5
324,The Book of Mormon,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html,religion,24.57,3f25a2fedae191cc,In stock,9,0,3
325,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html,religion,27.62,d12ca4020c2f602e,In stock,4,0,1
326,The Bhagavad Gita,https://books.toscrape.com/catalogue/the-bhagavad-gita_60/index.html,religion,57.49,f3a0b8c835129558,In stock,1,0,3
327,Choosing Our Religion: The Spiritual Lives of America's Nones,https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html,religion,28.42,a812f6969ddf3e39,In stock,1,0,4
328,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,nonfiction,40.30,4c28def39d850cdf,In stock,18,0,5
329,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,nonfiction,31.05,3c039985229453bf,In stock,18,0,3
330,Reasons to Stay Alive,https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html,nonfiction,26.41,c8f7f0cb1abb9cac,In stock,17,0,2
331,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,nonfiction,23.11,c27f6e1f185b0383,In stock,17,0,5
332,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,nonfiction,44.18,d170b5a0da46380e,In stock,16,0,4
333,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,nonfiction,31.12,7858914fad68493c,In stock,16,0,3
334,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,nonfiction,16.77,0da9aa9d24677fc0,In stock,16,0,3
335,The Gutsy Girl: Escapades for Your Life of Epic Adventure,https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,nonfiction,37.13,acd86a5426e21ca0,In stock,16,0,1
336,The Electric Pencil: Drawings from Inside State Hospital No. 3,https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,nonfiction,56.06,a30b270e25489e5c,In stock,16,0,1
337,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,nonfiction,41.83,87b0615b6e1f4d7b,In stock,16,0,4
338,Reskilling America: Learning to Labor in the Twenty-First Century,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,nonfiction,19.83,d7310206583a54b6,In stock,16,0,2
339,In the Country We Love: My Family Divided,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,nonfiction,22.00,b136b1b180ca753a,In stock,16,0,4
340,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,nonfiction,54.35,311c0dd0e354a33e,In stock,16,0,2
341,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,nonfiction,29.14,bee3672891cca906,In stock,16,0,5
342,Algorithms to Live By: The Computer Science of Human Decisions,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html,nonfiction,30.81,38d45839cb1c83c1,In stock,16,0,1
343,The Power of Now: A Guide to Spiritual Enlightenment,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,nonfiction,43.54,8ec14b1576cb7cb5,In stock,15,0,2
344,The Omnivore's Dilemma: A Natural History of Four Meals,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html,nonfiction,38.21,209adad1015af86f,In stock,15,0,2
345,The Genius of Birds,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html,nonfiction,17.24,42d0d7c92b75fc1c,In stock,15,0,1
346,The Artist's Way: A Spiritual Path to Higher Creativity,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,nonfiction,38.49,dd047728de72ad62,In stock,15,0,5
347,So You've Been Publicly Shamed,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html,nonfiction,12.23,1b33663ad7b95fd8,In stock,15,0,2
348,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,nonfiction,19.43,3b9a3b4624b7fd6d,In stock,15,0,3
349,Big Magic: Creative Living Beyond Fear,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,nonfiction,30.80,1f329c2e7d7de8bd,In stock,15,0,3
350,Becoming Wise: An Inquiry into the Mystery and Art of Living,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,nonfiction,27.43,919e7cb2269a25d2,In stock,15,0,2
351,Agnostic: A Spirited Manifesto,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,nonfiction,12.51,d195e7f4ed697350,In stock,15,0,5
352,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,nonfiction,38.20,44a10f1ac8ce822e,In stock,14,0,4
353,What's It Like in Space?: Stories from Astronauts Who've Been There,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,nonfiction,19.60,6fd646a334e6e133,In stock,14,0,2
354,The Year of Magical Thinking,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,nonfiction,43.04,34c0d7c4ee5650af,In stock,14,0,2
355,The Literature Book (Big Ideas Simply Explained),https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,nonfiction,17.43,4881cc53f6c8892f,In stock,14,0,3
356,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,nonfiction,15.77,923831a05c9f91f7,In stock,14,0,1
357,Swell: A Year of Waves,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,nonfiction,45.58,4c8b7540409da4ac,In stock,14,0,1
358,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,nonfiction,21.95,132ec5e8c984adef,In stock,14,0,2
359,Looking for Lovely: Collecting the Moments that Matter,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,nonfiction,29.14,24af96df0bafb925,In stock,14,0,5
360,Let It Out: A Journey Through Journaling,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,nonfiction,26.79,1174156c4a0eccaa,In stock,14,0,5
361,Hamilton: The Revolution,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,nonfiction,58.79,afa829857f82f99e,In stock,14,0,3
362,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,nonfiction,15.06,ac4dde0d1be05de0,In stock,14,0,4
363,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,nonfiction,51.75,a01f6d368ef64dc5,In stock,14,0,5
364,Buying In: The Secret Dialogue Between What We Buy and Who We Are,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,nonfiction,37.80,16ef91b9d827859c,In stock,14,0,4
365,Brain on Fire: My Month of Madness,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html,nonfiction,49.32,a80f66b254fe9eb3,In stock,14,0,5
366,Abstract City,https://books.toscrape.com/catalogue/abstract-city_658/index.html,nonfiction,56.37,cf1aa2fc02a7d1e0,In stock,14,0,5
367,13 Hours: The Inside Account of What Really Happened In Benghazi,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,nonfiction,27.06,4be9d1910f8a4e80,In stock,13,0,1
368,The Lonely City: Adventures in the Art of Being Alone,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,nonfiction,33.26,582a21a1dbbef3cf,In stock,12,0,2
369,The Diary of a Young Girl,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html,nonfiction,59.90,54fc03f1e1d355db,In stock,12,0,3
370,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,nonfiction,21.21,f40fea200e0c644f,In stock,12,0,3
371,Furiously Happy: A Funny Book About Horrible Things,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html,nonfiction,41.46,c6a29d6df8de968c,In stock,12,0,4
372,"The Sleep Revolution: Transforming Your Life, One Night at a Time",https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,nonfiction,11.68,985991708c47003e,In stock,11,0,4
373,"Mother, Can You Not?",https://books.toscrape.com/catalogue/mother-can-you-not_599/index.html,nonfiction,16.89,28b2df9fadc9f07e,In stock,11,0,5
374,A Mother's Reckoning: Living in the Aftermath of Tragedy,https://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,nonfiction,19.53,2b69dec0193511d9,In stock,11,0,3
375,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,nonfiction,24.57,34669b2e9d407d3a,In stock,10,0,2
376,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,nonfiction,35.92,7186241e043de5dc,In stock,9,0,2
377,"Zero to One: Notes on Startups, or How to Build the Future",https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,nonfiction,34.06,e77033ce559947f7,In stock,8,0,3
378,Why Not Me?,https://books.toscrape.com/catalogue/why-not-me_554/index.html,nonfiction,17.76,04f6c929888f4f11,In stock,8,0,1
379,When Breath Becomes Air,https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html,nonfiction,39.36,b69c852e7e3956af,In stock,8,0,2
380,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,nonfiction,28.45,5a0d2e9284004266,In stock,8,0,4
381,Smarter Faster Better: The Secrets of Being Productive in Life and Business,https://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,nonfiction,38.89,a2475a245c9907c4,In stock,8,0,5
382,Rising Strong,https://books.toscrape.com/catalogue/rising-strong_539/index.html,nonfiction,21.82,52fc458ffc756faf,In stock,8,0,3
383,Man's Search for Meaning,https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html,nonfiction,29.48,4729afff3bea0f0a,In stock,8,0,3
384,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",https://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,nonfiction,25.06,4d3a4c7b442a9a4e,In stock,8,0,2
385,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,https://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,nonfiction,12.55,044534b0b28b4e87,In stock,8,0,3
386,I Will Find You,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html,nonfiction,44.21,bbf1ea50be8008ab,In stock,8,0,1
387,Brazen: The Courage to Find the You That's Been Hiding,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,nonfiction,19.22,77e9ea355bd8ae57,In stock,8,0,2
388,Between the World and Me,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html,nonfiction,56.91,04e3de7ac35ec5cd,In stock,8,0,4
389,Being Mortal: Medicine and What Matters in the End,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html,nonfiction,55.06,15ebd83e53d0391b,In stock,8,0,4
390,"A Murder Over a Girl: Justice, Gender, Junior High",https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html,nonfiction,13.20,fef91502cbacf23a,In stock,8,0,3
391,For the Love: Fighting for Grace in a World of Impossible Standards,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,nonfiction,45.13,2e40333991f56f45,In stock,7,0,3
392,Finding God in the Ruins: How God Redeems Pain,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,nonfiction,46.64,4e78f06160b717ac,In stock,7,0,2
393,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,nonfiction,59.45,60376aa71be66083,In stock,6,0,4
394,In Cold Blood,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html,nonfiction,49.98,fe0f34ebed689381,In stock,6,0,4
395,"Girl, Interrupted",https://books.toscrape.com/catalogue/girl-interrupted_429/index.html,nonfiction,42.14,384c7d41d5ffe9d1,In stock,6,0,3
396,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,nonfiction,48.67,759ee7d059b1beb8,In stock,5,0,2
397,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,https://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html,nonfiction,25.15,1dba84766a5e87b8,In stock,5,0,4
398,My Mother Was Nuts,https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html,nonfiction,31.63,a4ce39a3720cd679,In stock,5,0,4
399,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",https://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html,nonfiction,32.35,bcf567421c581f0a,In stock,5,0,3
400,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,https://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html,nonfiction,38.71,6a57286a8890d8c5,In stock,4,0,3
401,The Gunning of America: Business and the Making of American Gun Culture,https://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html,nonfiction,16.81,45033bdf3d9ed158,In stock,4,0,4
402,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,https://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html,nonfiction,28.23,c65ee14957c0fa5c,In stock,4,0,2
403,God Is Not Great: How Religion Poisons Everything,https://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html,nonfiction,27.80,ddbc5530d2939d49,In stock,4,0,1
404,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,https://books.toscrape.com/catalogue/we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html,nonfiction,31.95,06bab964fd536971,In stock,3,0,3
